from_node_token,from_node_Case,from_node_Number,from_node_Person,from_node_PronType,from_node_lemma,from_node_upos,from_node_xpos,to_node_token,label,doc_id,from_node_Tense,from_node_VerbForm,to_node_Case,to_node_Number,to_node_Person,to_node_PronType,to_node_lemma,to_node_upos,to_node_xpos,from_node_Mood,to_node_Gender,to_node_Degree,from_node_Voice,to_node_NumType,to_node_Poss,from_node_NumType,to_node_Reflex,to_node_VerbForm,from_node_Degree,to_node_Tense,from_node_Gender,from_node_Poss,to_node_Mood,to_node_Voice,to_node_Foreign
time.n.08,,,,,,,,now,EQU,en/p12/d2424,,,,,,,,,,,,,,,,,,,,,,,,,
sleep.v.01,,,,,sleep,VERB,VB,person.n.01,Time,en/p12/d2424,,Inf,Nom,,2,Prs,you,PRON,PRP,,,,,,,,,,,,,,,,
sleep.v.01,,,,,sleep,VERB,VB,time.n.08,Agent,en/p12/d2424,,Inf,,,,,,,,,,,,,,,,,,,,,,,
sleep.v.01,,,,,sleep,VERB,VB,she.n.01,Co-Agent,en/p12/d2424,,Inf,Acc,Sing,3,Prs,she,PRON,PRP,,Fem,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p12/d2907,,,,,,,,,,,,,,,,,,,,,,,,,
write_down.v.01,,,,,write,VERB,VBD,entity.n.01,Agent,en/p12/d2907,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
write_down.v.01,,,,,write,VERB,VBD,everything.n.01,Theme,en/p12/d2907,Past,Fin,,Sing,,,everything,PRON,NN,Ind,,,,,,,,,,,,,,,
write_down.v.01,,,,,write,VERB,VBD,time.n.08,Time,en/p12/d2907,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p12/d2907,,,,,,,,,,,,,,,,,,,,,,,,,
zipper.n.01,,Sing,,,zipper,NOUN,NN,you.n.01,User,en/p12/d1756,,,,,2,Prs,you,PRON,PRP$,,,,,,Yes,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p12/d1756,,,,,,,,,,,,,,,,,,,,,,,,,
open.a.01,,,,,open,ADJ,JJ,zipper.n.01,AttributeOf,en/p12/d1756,,,,Sing,,,zipper,NOUN,NN,,,,,,,,,,Pos,,,,,,
open.a.01,,,,,open,ADJ,JJ,time.n.08,Time,en/p12/d1756,,,,,,,,,,,,,,,,,,,Pos,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p12/d2453,,,,,,,,,,,,,,,,,,,,,,,,,
love.v.01,,,,,love,VERB,VBP,person.n.01,Experiencer,en/p12/d2453,Pres,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
love.v.01,,,,,love,VERB,VBP,time.n.08,Time,en/p12/d2453,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
love.v.01,,,,,love,VERB,VBP,dog.n.01,Stimulus,en/p12/d2453,Pres,Fin,,Plur,,,dog,NOUN,NNS,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p12/d2453,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p12/d1428,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p12/d1428,,,,,,,,,,,,,,,,,,,,,,,,,
allergic.a.01,,,,,allergic,ADJ,JJ,person.n.01,Experiencer,en/p12/d1428,,,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,Pos,,,,,,
allergic.a.01,,,,,allergic,ADJ,JJ,time.n.08,Time,en/p12/d1428,,,,,,,,,,,,,,,,,,,Pos,,,,,,
allergic.a.01,,,,,allergic,ADJ,JJ,pollen.n.01,Stimulus,en/p12/d1428,,,,Sing,,,pollen,NOUN,NN,,,,,,,,,,Pos,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p12/d2917,,,,,,,,,,,,,,,,,,,,,,,,,
cut.v.01,,,,,cut,VERB,VBD,myself.n.01,Patient,en/p12/d2917,Past,Fin,Acc,Sing,1,Prs,myself,PRON,PRP,Ind,,,,,,,Yes,,,,,,,,
cut.v.01,,,,,cut,VERB,VBD,person.n.01,Agent,en/p12/d2917,Past,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
cut.v.01,,,,,cut,VERB,VBD,time.n.08,Time,en/p12/d2917,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
cut.v.01,,,,,cut,VERB,VBD,hacksaw.n.01,Instrument,en/p12/d2917,Past,Fin,,Sing,,,hacksaw,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p12/d2917,,,,,,,,,,,,,,,,,,,,,,,,,
30.n.01,,,,,30,NUM,CD,over.r.01,MOR,en/p12/d2098,,,,,,,over,ADV,RB,,,,,,,Card,,,,,,,,,
people.n.01,,Plur,,,people,NOUN,NNS,30.n.01,Quantity,en/p12/d2098,,,,,,,30,NUM,CD,,,,,Card,,,,,,,,,,,
commit.v.01,,,,,commit,VERB,VBD,people.n.01,Agent,en/p12/d2098,Past,Fin,,Plur,,,people,NOUN,NNS,Ind,,,,,,,,,,,,,,,
commit.v.01,,,,,commit,VERB,VBD,time.n.08,Time,en/p12/d2098,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
commit.v.01,,,,,commit,VERB,VBD,suicide.n.01,Theme,en/p12/d2098,Past,Fin,,Sing,,,suicide,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p12/d2098,,,,,,,,,,,,,,,,,,,,,,,,,
one.n.01,,,,,one,NUM,CD,tooth.n.01,PartOf,en/p12/d2319,,,,Plur,,,tooth,NOUN,NNS,,,,,,,Card,,,,,,,,,
tooth.n.01,,Plur,,,tooth,NOUN,NNS,my.n.01,PartOf,en/p12/d2319,,,,Sing,1,Prs,my,PRON,PRP$,,,,,,Yes,,,,,,,,,,
hurt.v.01,,Sing,3,,hurt,VERB,VBZ,one.n.01,Patient,en/p12/d2319,Pres,Fin,,,,,one,NUM,CD,Ind,,,,Card,,,,,,,,,,,
hurt.v.01,,Sing,3,,hurt,VERB,VBZ,time.n.08,Time,en/p12/d2319,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p12/d2319,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Plur,1,Prs,we,PRON,PRP,speaker,EQU,en/p12/d2920,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p12/d2920,,,,,,,,,,,,,,,,,,,,,,,,,
close.v.01,,,,,close,VERB,VBG,person.n.01,Agent,en/p12/d2920,Pres,Part,Nom,Plur,1,Prs,we,PRON,PRP,,,,,,,,,,,,,,,,
close.v.01,,,,,close,VERB,VBG,time.n.08,Time,en/p12/d2920,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
close.v.01,,,,,close,VERB,VBG,store.n.01,Patient,en/p12/d2920,Pres,Part,,Sing,,,store,NOUN,NN,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p12/d2381,,,,,,,,,,,,,,,,,,,,,,,,,
buy.v.01,,,,,buy,VERB,VBD,entity.n.01,Agent,en/p12/d2381,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
buy.v.01,,,,,buy,VERB,VBD,time.n.08,Time,en/p12/d2381,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
buy.v.01,,,,,buy,VERB,VBD,squirrelfish.n.01,Theme,en/p12/d2381,Past,Fin,,Sing,,,squirrelfish,NOUN,NN,Ind,,,,,,,,,,,,,,,
buy.v.01,,,,,buy,VERB,VBD,aquarium.n.01,Goal,en/p12/d2381,Past,Fin,,Sing,,,aquarium,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p12/d2381,,,,,,,,,,,,,,,,,,,,,,,,,
aquarium.n.01,,Sing,,,aquarium,NOUN,NN,entity.n.01,Owner,en/p12/d2381,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p12/d1605,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p12/d1605,,,,,,,,,,,,,,,,,,,,,,,,,
allergic.a.01,,,,,allergic,ADJ,JJ,entity.n.01,Experiencer,en/p12/d1605,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,Pos,,,,,,
allergic.a.01,,,,,allergic,ADJ,JJ,time.n.08,Time,en/p12/d1605,,,,,,,,,,,,,,,,,,,Pos,,,,,,
allergic.a.01,,,,,allergic,ADJ,JJ,cat.n.01,Stimulus,en/p12/d1605,,,,Plur,,,cat,NOUN,NNS,,,,,,,,,,Pos,,,,,,
prisoner.n.01,,Sing,,,prisoner,NOUN,NN,escape.v.01,EQU,en/p12/d2485,,,,,,,escape,VERB,VBN,,,,,,,,,Part,,Past,,,,,
search.v.01,,,,,search,VERB,VBG,police.n.01,Agent,en/p12/d2485,Pres,Part,,Sing,,,police,NOUN,NN,,,,,,,,,,,,,,,,
search.v.01,,,,,search,VERB,VBG,prisoner.n.01,Time,en/p12/d2485,Pres,Part,,Sing,,,prisoner,NOUN,NN,,,,,,,,,,,,,,,,
search.v.01,,,,,search,VERB,VBG,time.n.08,Theme,en/p12/d2485,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Role,en/p12/d2485,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p12/d2367,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,EQU,en/p12/d2367,,,,,,,,,,,,,,,,,,,,,,,,,
mad.a.01,,,,,mad,ADJ,JJ,time.n.08,AttributeOf,en/p12/d2367,,,,,,,,,,,,,,,,,,,Pos,,,,,,
mad.a.01,,,,,mad,ADJ,JJ,entity.n.01,Time,en/p12/d2367,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,Pos,,,,,,
entity.n.01,,Sing,,,Walt,PROPN,NNP,Walt,Name,en/p12/d2370,,,,,,,,,,,,,,,,,,,,,,,,,
ex-soldier.n.01,,Sing,,,ex-soldier,NOUN,NN,entity.n.01,Theme,en/p12/d2370,,,,Sing,,,Walt,PROPN,NNP,,,,,,,,,,,,,,,,
ex-soldier.n.01,,Sing,,,ex-soldier,NOUN,NN,time.n.08,Co-Theme,en/p12/d2370,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Role,en/p12/d2370,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Calgary,PROPN,NNP,Calgary,EQU,en/p12/d1385,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p12/d1385,,,,,,,,,,,,,,,,,,,,,,,,,
locate.v.01,,,,,locate,VERB,VBN,province.n.01,Location,en/p12/d1385,Past,Part,,Sing,,,province,NOUN,NN,,,,,,,,,,,,,,,,
locate.v.01,,,,,locate,VERB,VBN,entity.n.01,Time,en/p12/d1385,Past,Part,,Sing,,,Calgary,PROPN,NNP,,,,,,,,,,,,,,,,
locate.v.01,,,,,locate,VERB,VBN,time.n.08,Theme,en/p12/d1385,Past,Part,,,,,,,,,,,,,,,,,,,,,,,
agree.v.01,,Sing,3,,agree,VERB,VBZ,you.n.01,Agent,en/p12/d3130,Pres,Fin,Acc,,2,Prs,you,PRON,PRP,Ind,,,,,,,,,,,,,,,
agree.v.01,,Sing,3,,agree,VERB,VBZ,person.n.01,Time,en/p12/d3130,Pres,Fin,,Sing,,,everybody,PRON,NN,Ind,,,,,,,,,,,,,,,
agree.v.01,,Sing,3,,agree,VERB,VBZ,time.n.08,Co-Agent,en/p12/d3130,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
person.n.01,,Sing,,,everybody,PRON,NN,speaker,EQU,en/p12/d3130,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p12/d3130,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p12/d0896,,,,,,,,,,,,,,,,,,,,,,,,,
fix.v.01,,,,,fix,VERB,VBN,person.n.01,Agent,en/p12/d0896,Past,Part,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,,
fix.v.01,,,,,fix,VERB,VBN,time.n.08,Time,en/p12/d0896,Past,Part,,,,,,,,,,,,,,,,,,,,,,,
fix.v.01,,,,,fix,VERB,VBN,radio.n.01,Patient,en/p12/d0896,Past,Part,,Sing,,,radio,NOUN,NN,,,,,,,,,,,,,,,,
fix.v.01,,,,,fix,VERB,VBN,he.n.01,Beneficiary,en/p12/d0896,Past,Part,Acc,Sing,3,Prs,he,PRON,PRP,,Masc,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p12/d0896,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p12/d3331,,,,,,,,,,,,,,,,,,,,,,,,,
give.v.01,,,,,give,VERB,VBD,person.n.01,Agent,en/p12/d3331,Past,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
give.v.01,,,,,give,VERB,VBD,time.n.08,Time,en/p12/d3331,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
give.v.01,,,,,give,VERB,VBD,he.n.01,Recipient,en/p12/d3331,Past,Fin,Acc,Sing,3,Prs,he,PRON,PRP,Ind,Masc,,,,,,,,,,,,,,
give.v.01,,,,,give,VERB,VBD,sedative.n.01,Theme,en/p12/d3331,Past,Fin,,Sing,,,sedative,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p12/d3331,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TSU,en/p12/d2802,,,,,,,,,,,,,,,,,,,,,,,,,
stop.v.01,,,,,stop,VERB,VB,ship.n.01,Theme,en/p12/d2802,,Inf,,Sing,,,ship,NOUN,NN,,,,,,,,,,,,,,,,
stop.v.01,,,,,stop,VERB,VB,time.n.08,Time,en/p12/d2802,,Inf,,,,,,,,,,,,,,,,,,,,,,,
stop.v.01,,,,,stop,VERB,VB,entity.n.01,Location,en/p12/d2802,,Inf,,Sing,,,Yokohama,PROPN,NNP,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Yokohama,PROPN,NNP,Yokohama,Name,en/p12/d2802,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p12/d1544,,,,,,,,,,,,,,,,,,,,,,,,,
work.v.01,,,,,work,VERB,VB,printer.n.01,Theme,en/p12/d1544,,Inf,,Sing,,,printer,NOUN,NN,,,,,,,,,,,,,,,,
work.v.01,,,,,work,VERB,VB,time.n.08,Time,en/p12/d1544,,Inf,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Chris,PROPN,NNP,Chris,Name,en/p12/d0244,,,,,,,,,,,,,,,,,,,,,,,,,
swing.v.01,,,,,swing,VERB,VBD,entity.n.01,Agent,en/p12/d0244,Past,Fin,,Sing,,,Chris,PROPN,NNP,Ind,,,,,,,,,,,,,,,
swing.v.01,,,,,swing,VERB,VBD,time.n.08,Time,en/p12/d0244,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
swing.v.01,,,,,swing,VERB,VBD,sword.n.01,Theme,en/p12/d0244,Past,Fin,,Sing,,,sword,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p12/d0244,,,,,,,,,,,,,,,,,,,,,,,,,
sword.n.01,,Sing,,,sword,NOUN,NN,entity.n.01,User,en/p12/d0244,,,,Sing,,,Chris,PROPN,NNP,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Mary,PROPN,NNP,Mary,Name,en/p12/d2207,,,,,,,,,,,,,,,,,,,,,,,,,
hug.v.01,,,,,hug,VERB,VBD,entity.n.01,Agent,en/p12/d2207,Past,Fin,,Sing,,,Mary,PROPN,NNP,Ind,,,,,,,,,,,,,,,
hug.v.01,,,,,hug,VERB,VBD,time.n.08,Time,en/p12/d2207,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
hug.v.01,,,,,hug,VERB,VBD,doll.n.01,Co-Agent,en/p12/d2207,Past,Fin,,Sing,,,doll,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p12/d2207,,,,,,,,,,,,,,,,,,,,,,,,,
doll.n.01,,Sing,,,doll,NOUN,NN,entity.n.01,User,en/p12/d2207,,,,Sing,,,Mary,PROPN,NNP,,,,,,,,,,,,,,,,
person.n.01,Nom,Plur,1,Prs,we,PRON,PRP,speaker,EQU,en/p12/d2347,,,,,,,,,,,,,,,,,,,,,,,,,
enjoy.v.01,,,,,enjoy,VERB,VBD,ourselves.n.01,Experiencer,en/p12/d2347,Past,Fin,Acc,Plur,1,Prs,ourselves,PRON,PRP,Ind,,,,,,,Yes,,,,,,,,
enjoy.v.01,,,,,enjoy,VERB,VBD,person.n.01,Stimulus,en/p12/d2347,Past,Fin,Nom,Plur,1,Prs,we,PRON,PRP,Ind,,,,,,,,,,,,,,,
enjoy.v.01,,,,,enjoy,VERB,VBD,time.n.08,Time,en/p12/d2347,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p12/d2347,,,,,,,,,,,,,,,,,,,,,,,,,
channel.n.01,,Sing,,,Channel,PROPN,NNP,english.a.01,TPR,en/p96/d1720,,,,,,,English,ADJ,NNP,,,Pos,,,,,,,,,,,,,
approach.v.01,,,,,approach,VERB,VBG,boat.n.01,Theme,en/p96/d1720,Pres,Part,,Sing,,,boat,NOUN,NN,,,,,,,,,,,,,,,,
approach.v.01,,,,,approach,VERB,VBG,channel.n.01,Time,en/p96/d1720,Pres,Part,,Sing,,,Channel,PROPN,NNP,,,,,,,,,,,,,,,,
approach.v.01,,,,,approach,VERB,VBG,time.n.08,Destination,en/p96/d1720,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p96/d1720,,,,,,,,,,,,,,,,,,,,,,,,,
start.v.01,,,,,start,VERB,VB,band.n.01,TSU,en/p96/d3131,,Inf,,Sing,,,band,NOUN,NN,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p96/d3131,,,,,,,,,,,,,,,,,,,,,,,,,
let.v.01,,,,,let,VERB,VB,start.v.01,Time,en/p96/d3131,,Fin,,,,,start,VERB,VB,Imp,,,,,,,,Inf,,,,,,,
let.v.01,,,,,let,VERB,VB,time.n.08,Agent,en/p96/d3131,,Fin,,,,,,,,Imp,,,,,,,,,,,,,,,
let.v.01,,,,,let,VERB,VB,we.n.01,Theme,en/p96/d3131,,Fin,Acc,Plur,1,Prs,we,PRON,PRP,Imp,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p96/d2745,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p96/d2745,,,,,,,,,,,,,,,,,,,,,,,,,
allergic.a.01,,,,,allergic,ADJ,JJ,person.n.01,Stimulus,en/p96/d2745,,,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,Pos,,,,,,
allergic.a.01,,,,,allergic,ADJ,JJ,time.n.08,Time,en/p96/d2745,,,,,,,,,,,,,,,,,,,Pos,,,,,,
allergic.a.01,,,,,allergic,ADJ,JJ,carrot.n.01,Stimulus,en/p96/d2745,,,,Plur,,,carrot,NOUN,NNS,,,,,,,,,,Pos,,,,,,
time.n.08,,,,,,,,now,Name,en/p96/d1784,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,EQU,en/p96/d1784,,,,,,,,,,,,,,,,,,,,,,,,,
unscrupulous.a.01,,,,,unscrupulous,ADJ,JJ,time.n.08,AttributeOf,en/p96/d1784,,,,,,,,,,,,,,,,,,,Pos,,,,,,
unscrupulous.a.01,,,,,unscrupulous,ADJ,JJ,entity.n.01,Time,en/p96/d1784,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,Pos,,,,,,
stare.v.01,,Sing,3,,stare,VERB,VBD,i.n.01,Agent,en/p96/d1574,Past,Fin,Acc,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
stare.v.01,,Sing,3,,stare,VERB,VBD,person.n.01,Time,en/p96/d1574,Past,Fin,Nom,Sing,3,Prs,she,PRON,PRP,Ind,Fem,,,,,,,,,,,,,,
stare.v.01,,Sing,3,,stare,VERB,VBD,time.n.08,Theme,en/p96/d1574,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,3,Prs,she,PRON,PRP,speaker,TPR,en/p96/d1574,,,,,,,,,,,,,,,,,,,,,Fem,,,,
time.n.08,,,,,,,,now,EQU,en/p96/d1574,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Jackie,PROPN,NNP,Jackie,TPR,en/p96/d1395,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p96/d1395,,,,,,,,,,,,,,,,,,,,,,,,,
die.v.01,,,,,die,VERB,VB,how.r.01,Manner,en/p96/d1395,,Inf,,,,Int,how,ADV,WRB,,,,,,,,,,,,,,,,
die.v.01,,,,,die,VERB,VB,entity.n.01,Time,en/p96/d1395,,Inf,,Sing,,,Jackie,PROPN,NNP,,,,,,,,,,,,,,,,
die.v.01,,,,,die,VERB,VB,time.n.08,Patient,en/p96/d1395,,Inf,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p96/d2188,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.v.01,,Sing,1,,sweep,VERB,VBD,person.n.01,Agent,en/p96/d2188,Past,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
sweep.v.01,,Sing,1,,sweep,VERB,VBD,kitchen_floor.n.01,Time,en/p96/d2188,Past,Fin,,Sing,,,floor,NOUN,NN,Ind,,,,,,,,,,,,,,,
sweep.v.01,,Sing,1,,sweep,VERB,VBD,time.n.08,Source,en/p96/d2188,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,PartOf,en/p96/d2188,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Mary,PROPN,NNP,Mary,Name,en/p96/d2299,,,,,,,,,,,,,,,,,,,,,,,,,
milk.v.01,,,,,milk,VERB,VBD,entity.n.01,Agent,en/p96/d2299,Past,Fin,,Sing,,,Mary,PROPN,NNP,Ind,,,,,,,,,,,,,,,
milk.v.01,,,,,milk,VERB,VBD,time.n.08,Time,en/p96/d2299,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
milk.v.01,,,,,milk,VERB,VBD,cow.n.01,Source,en/p96/d2299,Past,Fin,,Sing,,,cow,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p96/d2299,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Lenz,PROPN,NNP,Lenz,Name,en/p96/d1316,,,,,,,,,,,,,,,,,,,,,,,,,
shook.v.01,,,,,shook,VERB,VBD,entity.n.01,Agent,en/p96/d1316,Past,Fin,,Sing,,,Lenz,PROPN,NNP,Ind,,,,,,,,,,,,,,,
shook.v.01,,,,,shook,VERB,VBD,time.n.08,Time,en/p96/d1316,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
shook.v.01,,,,,shook,VERB,VBD,head.n.01,Patient,en/p96/d1316,Past,Fin,,Sing,,,head,NOUN,NN,Ind,,,,,,,,,,,,,,,
shook.v.01,,,,,shook,VERB,VBD,hopelessly.r.01,Manner,en/p96/d1316,Past,Fin,,,,,hopelessly,ADV,RB,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p96/d1316,,,,,,,,,,,,,,,,,,,,,,,,,
head.n.01,,Sing,,,head,NOUN,NN,entity.n.01,PartOf,en/p96/d1316,,,,Sing,,,Lenz,PROPN,NNP,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p96/d2561,,,,,,,,,,,,,,,,,,,,,,,,,
head.v.01,,,,,head,VERB,VBD,entity.n.01,Theme,en/p96/d2561,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
head.v.01,,,,,head,VERB,VBD,time.n.08,Time,en/p96/d2561,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
head.v.01,,,,,head,VERB,VBD,elevator.n.01,Destination,en/p96/d2561,Past,Fin,,Sing,,,elevator,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p96/d2561,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p96/d2878,,,,,,,,,,,,,,,,,,,,,,,,,
have.v.01,,Sing,3,,have,VERB,VBZ,entity.n.01,Pivot,en/p96/d2878,Pres,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
have.v.01,,Sing,3,,have,VERB,VBZ,time.n.08,Time,en/p96/d2878,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
have.v.01,,Sing,3,,have,VERB,VBZ,year-_daughter.n.01,Theme,en/p96/d2878,Pres,Fin,,Sing,,,daughter,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p96/d2878,,,,,,,,,,,,,,,,,,,,,,,,,
year-_daughter.n.01,,Sing,,,daughter,NOUN,NN,old.a.01,Role,en/p96/d2878,,,,,,,old,ADJ,JJ,,,Pos,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p96/d2005,,,,,,,,,,,,,,,,,,,,,,,,,
see.v.01,,,,,see,VERB,VBD,time.n.08,Experiencer,en/p96/d2005,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
see.v.01,,,,,see,VERB,VBD,person.n.01,Time,en/p96/d2005,Past,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
see.v.01,,,,,see,VERB,VBD,wolf.n.01,Stimulus,en/p96/d2005,Past,Fin,,Plur,,,wolf,NOUN,NNS,Ind,,,,,,,,,,,,,,,
see.v.01,,,,,see,VERB,VBD,entity.n.01,Location,en/p96/d2005,Past,Fin,,Plur,,,Appennines,PROPN,NNPS,Ind,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,TPR,en/p96/d2005,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Plur,,,Appennines,PROPN,NNPS,Appennines,Name,en/p96/d2005,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p96/d2163,,,,,,,,,,,,,,,,,,,,,,,,,
paint.v.01,,,,,paint,VERB,VBN,picture.n.01,Result,en/p96/d2163,Past,Part,,Sing,,,picture,NOUN,NN,,,,Pass,,,,,,,,,,,,
