from_node_token,from_node_Case,from_node_Number,from_node_Person,from_node_PronType,from_node_lemma,from_node_upos,from_node_xpos,to_node_token,deprel,label,doc_id,from_node_Tense,from_node_VerbForm,to_node_Case,to_node_Number,to_node_Person,to_node_PronType,to_node_lemma,to_node_upos,to_node_xpos,from_node_Mood,to_node_Gender,from_node_Voice,from_node_NumType,from_node_Degree,to_node_Degree,to_node_Poss,to_node_NumType,to_node_Tense,to_node_VerbForm,from_node_Gender,from_node_Poss,to_node_Mood,to_node_Voice,to_node_Foreign
sword.n.01,,Sing,,,sword,NOUN,NN,female.n.02,,User,en/p12/d0244,,,,Sing,,,Chris,PROPN,NNP,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Mary,PROPN,NNP,Mary,,Name,en/p12/d2207,,,,,,,,,,,,,,,,,,,,,,,,
hug.v.01,,,,,hug,VERB,VBD,female.n.02,nsubj,Agent,en/p12/d2207,Past,Fin,,Sing,,,Mary,PROPN,NNP,Ind,,,,,,,,,,,,,,
hug.v.01,,,,,hug,VERB,VBD,time.n.08,,Time,en/p12/d2207,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p12/d2207,,,,,,,,,,,,,,,,,,,,,,,,
doll.n.01,,Sing,,,doll,NOUN,NN,female.n.02,,User,en/p12/d2207,,,,Sing,,,Mary,PROPN,NNP,,,,,,,,,,,,,,,
approach.v.01,,,,,approach,VERB,VBG,boat.n.01,nsubj,Theme,en/p96/d1720,Pres,Part,,Sing,,,boat,NOUN,NN,,,,,,,,,,,,,,,
approach.v.01,,,,,approach,VERB,VBG,female.n.02,obj,Time,en/p96/d1720,Pres,Part,,Sing,,,Channel,PROPN,NNP,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p96/d2745,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d2745,,,,,,,,,,,,,,,,,,,,,,,,
allergic.a.02,,,,,allergic,ADJ,JJ,time.n.08,,Time,en/p96/d2745,,,,,,,,,,,,,,Pos,,,,,,,,,,
allergic.a.02,,,,,allergic,ADJ,JJ,carrot.n.01,obl,Stimulus,en/p96/d2745,,,,Plur,,,carrot,NOUN,NNS,,,,,Pos,,,,,,,,,,
stare.v.01,,Sing,3,,stare,VERB,VBD,female.n.02,nsubj,Agent,en/p96/d1574,Past,Fin,Nom,Sing,3,Prs,she,PRON,PRP,Ind,Fem,,,,,,,,,,,,,
stare.v.01,,Sing,3,,stare,VERB,VBD,person.n.01,obl,Time,en/p96/d1574,Past,Fin,Acc,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,
female.n.02,,Sing,,,Jackie,PROPN,NNP,Jackie,,Name,en/p96/d1395,,,,,,,,,,,,,,,,,,,,,,,,
die.v.01,,,,,die,VERB,VB,how.r.01,advmod,Manner,en/p96/d1395,,Inf,,,,Int,how,ADV,WRB,,,,,,,,,,,,,,,
die.v.01,,,,,die,VERB,VB,time.n.08,,Time,en/p96/d1395,,Inf,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p96/d2188,,,,,,,,,,,,,,,,,,,,,,,,
sweep.v.06,,Sing,1,,sweep,VERB,VBD,person.n.01,nsubj,Agent,en/p96/d2188,Past,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,
sweep.v.06,,Sing,1,,sweep,VERB,VBD,time.n.08,,Time,en/p96/d2188,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d2188,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Mary,PROPN,NNP,Mary,,Name,en/p96/d2299,,,,,,,,,,,,,,,,,,,,,,,,
milk.v.01,,,,,milk,VERB,VBD,female.n.02,nsubj,Agent,en/p96/d2299,Past,Fin,,Sing,,,Mary,PROPN,NNP,Ind,,,,,,,,,,,,,,
milk.v.01,,,,,milk,VERB,VBD,time.n.08,,Time,en/p96/d2299,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d2299,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Lenz,PROPN,NNP,Lenz,,Name,en/p96/d1316,,,,,,,,,,,,,,,,,,,,,,,,
shook.v.01,,,,,shook,VERB,VBD,female.n.02,nsubj,Agent,en/p96/d1316,Past,Fin,,Sing,,,Lenz,PROPN,NNP,Ind,,,,,,,,,,,,,,
shook.v.01,,,,,shook,VERB,VBD,time.n.08,,Time,en/p96/d1316,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
shook.v.01,,,,,shook,VERB,VBD,hopelessly.r.01,advmod,Manner,en/p96/d1316,Past,Fin,,,,,hopelessly,ADV,RB,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d1316,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p96/d2561,,,,,,,,,,,,,,,,,,,,,,,,
head.v.01,,,,,head,VERB,VBD,time.n.08,,Time,en/p96/d2561,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d2561,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p96/d2878,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d2163,,,,,,,,,,,,,,,,,,,,,,,,
paint.v.02,,,,,paint,VERB,VBN,time.n.08,,Time,en/p96/d2163,Past,Part,,,,,,,,,,Pass,,,,,,,,,,,,
female.n.02,,Sing,,,Picasso,PROPN,NNP,Picasso,,Name,en/p96/d2163,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d1391,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Emil,PROPN,NNP,Emil,,Name,en/p96/d1391,,,,,,,,,,,,,,,,,,,,,,,,
bear.v.02,,,,,bear,VERB,VBN,time.n.08,,Time,en/p96/d1391,Past,Part,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d1684,,,,,,,,,,,,,,,,,,,,,,,,
happy.a.01,,,,,happy,ADJ,JJ,time.n.08,,Time,en/p96/d1684,,,,,,,,,,,,,,Pos,,,,,,,,,,
sister.n.01,,Sing,,,sister,NOUN,NN,person.n.01,nmod:poss,Role,en/p96/d1397,,,,Sing,1,Prs,my,PRON,PRP$,,,,,,,Yes,,,,,,,,
engage.v.05,,,,,engage,VERB,VBN,time.n.08,,Time,en/p96/d1397,Past,Part,,,,,,,,,,Pass,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d2544,,,,,,,,,,,,,,,,,,,,,,,,
work.v.02,,,,,work,VERB,VB,headphone.n.01,nsubj,Theme,en/p96/d2544,,Inf,,Plur,,,headphone,NOUN,NNS,,,,,,,,,,,,,,,
work.v.02,,,,,work,VERB,VB,time.n.08,,Time,en/p96/d2544,,Inf,,,,,,,,,,,,,,,,,,,,,,
find.v.01,,,,,find,VERB,VBG,house.n.01,obj,Theme,en/p96/d2897,,Ger,,Sing,,,house,NOUN,NN,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d2897,,,,,,,,,,,,,,,,,,,,,,,,
stressful.a.01,,,,,stressful,ADJ,JJ,time.n.08,,Time,en/p96/d2897,,,,,,,,,,,,,,Pos,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p96/d3140,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d3140,,,,,,,,,,,,,,,,,,,,,,,,
young.a.01,,,,,young,ADJ,JJ,time.n.08,,Time,en/p96/d3140,,,,,,,,,,,,,,Pos,,,,,,,,,,
young.a.01,,,,,young,ADJ,JJ,female.n.02,nsubj,AttributeOf,en/p96/d3140,,,,Sing,,,Tom,PROPN,NNP,,,,,Pos,,,,,,,,,,
young.a.01,,,,,young,ADJ,JJ,very.r.01,advmod,Degree,en/p96/d3140,,,,,,,very,ADV,RB,,,,,Pos,,,,,,,,,,
slap.v.01,,Sing,3,,slap,VERB,VBD,female.n.02,nsubj,Agent,en/p96/d0858,Past,Fin,Nom,Sing,3,Prs,she,PRON,PRP,Ind,Fem,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p96/d2873,,,,,,,,,,,,,,,,,,,,,,,,
paratrooper.n.01,,Sing,,,paratrooper,NOUN,NN,female.n.02,nsubj,Theme,en/p96/d2873,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,
paratrooper.n.01,,Sing,,,paratrooper,NOUN,NN,time.n.08,,Time,en/p96/d2873,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d2873,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p96/d2029,,,,,,,,,,,,,,,,,,,,,,,,
jealous.a.01,,,,,jealous,ADJ,JJ,time.n.08,,Time,en/p96/d2029,,,,,,,,,,,,,,Pos,,,,,,,,,,
jealous.a.01,,,,,jealous,ADJ,JJ,very.r.01,advmod,Degree,en/p96/d2029,,,,,,,very,ADV,RB,,,,,Pos,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d2864,,,,,,,,,,,,,,,,,,,,,,,,
bark.v.04,,,,,bark,VERB,VBG,time.n.08,,Time,en/p96/d2864,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Mae,PROPN,NNP,Mae,,Name,en/p96/d1382,,,,,,,,,,,,,,,,,,,,,,,,
bury.v.02,,,,,bury,VERB,VBN,time.n.08,,Time,en/p96/d1382,Past,Part,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p96/d3166,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d3166,,,,,,,,,,,,,,,,,,,,,,,,
allergic.a.02,,,,,allergic,ADJ,JJ,time.n.08,,Time,en/p96/d3166,,,,,,,,,,,,,,Pos,,,,,,,,,,
allergic.a.02,,,,,allergic,ADJ,JJ,penicillin.n.01,obl,Stimulus,en/p96/d3166,,,,Sing,,,penicillin,NOUN,NN,,,,,Pos,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p96/d2865,,,,,,,,,,,,,,,,,,,,,,,,
play.v.01,,Sing,3,,play,VERB,VBZ,female.n.02,nsubj,Agent,en/p96/d2865,Pres,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
play.v.01,,Sing,3,,play,VERB,VBZ,time.n.08,,Time,en/p96/d2865,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
play.v.01,,Sing,3,,play,VERB,VBZ,hockey.n.01,obj,Theme,en/p96/d2865,Pres,Fin,,Sing,,,hockey,NOUN,NN,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d2865,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d1522,,,,,,,,,,,,,,,,,,,,,,,,
dishonest.a.01,,,,,dishonest,ADJ,JJ,male.n.02,nsubj,AttributeOf,en/p96/d1522,,,Nom,Sing,3,Prs,he,PRON,PRP,,Masc,,,Pos,,,,,,,,,,
dishonest.a.01,,,,,dishonest,ADJ,JJ,time.n.08,,Time,en/p96/d1522,,,,,,,,,,,,,,Pos,,,,,,,,,,
add.v.01,,,3,,add,VERB,VBD,female.n.02,nsubj,Agent,en/p96/d3462,Past,Fin,Nom,Sing,3,Prs,she,PRON,PRP,Ind,Fem,,,,,,,,,,,,,
add.v.01,,,3,,add,VERB,VBD,time.n.08,,Time,en/p96/d3462,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
add.v.01,,,3,,add,VERB,VBD,milk.n.01,obj,Theme,en/p96/d3462,Past,Fin,,Sing,,,milk,NOUN,NN,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d3462,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p96/d3275,,,,,,,,,,,,,,,,,,,,,,,,
hire.v.01,,,,,hire,VERB,VBD,female.n.02,nsubj,Agent,en/p96/d3275,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
hire.v.01,,,,,hire,VERB,VBD,time.n.08,,Time,en/p96/d3275,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d3275,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Mary,PROPN,NNP,Mary,,Name,en/p96/d3275,,,,,,,,,,,,,,,,,,,,,,,,
last.v.01,,,,,last,VERB,VBD,meeting.n.01,nsubj,Theme,en/p96/d0909,Past,Fin,,Sing,,,meeting,NOUN,NN,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d2656,,,,,,,,,,,,,,,,,,,,,,,,
unbiased.a.01,,,,,unbiased,ADJ,JJ,male.n.02,nsubj,AttributeOf,en/p96/d2656,,,Nom,Sing,3,Prs,he,PRON,PRP,,Masc,,,Pos,,,,,,,,,,
unbiased.a.01,,,,,unbiased,ADJ,JJ,time.n.08,,Time,en/p96/d2656,,,,,,,,,,,,,,Pos,,,,,,,,,,
unbiased.a.01,,,,,unbiased,ADJ,JJ,extremely.r.02,advmod,Degree,en/p96/d2656,,,,,,,extremely,ADV,RB,,,,,Pos,,,,,,,,,,
base.v.01,,,,,base,VERB,VBN,film.n.01,nsubj:pass,Theme,en/p96/d2975,Past,Part,,Sing,,,film,NOUN,NN,,,Pass,,,,,,,,,,,,
base.v.01,,,,,base,VERB,VBN,time.n.08,,Time,en/p96/d2975,Past,Part,,,,,,,,,,Pass,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d2883,,,,,,,,,,,,,,,,,,,,,,,,
sweet.a.01,,,,,sweet,ADJ,JJ,banana.n.02,nsubj,AttributeOf,en/p96/d2883,,,,Sing,,,banana,NOUN,NN,,,,,Pos,,,,,,,,,,
sweet.a.01,,,,,sweet,ADJ,JJ,time.n.08,,Time,en/p96/d2883,,,,,,,,,,,,,,Pos,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p96/d3377,,,,,,,,,,,,,,,,,,,,,,,,
bet.v.02,,,,,bet,VERB,VBP,person.n.01,nsubj,Agent,en/p96/d3377,Pres,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,
bet.v.02,,,,,bet,VERB,VBP,time.n.08,,Time,en/p96/d3377,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d3377,,,,,,,,,,,,,,,,,,,,,,,,
put.v.01,,,,,put,VERB,VBD,male.n.02,nsubj,Agent,en/p96/d3097,Past,Fin,Nom,Sing,3,Prs,he,PRON,PRP,Ind,Masc,,,,,,,,,,,,,
put.v.01,,,,,put,VERB,VBD,time.n.08,,Time,en/p96/d3097,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
put.v.01,,,,,put,VERB,VBD,key.n.01,obj,Theme,en/p96/d3097,Past,Fin,,Sing,,,key,NOUN,NN,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d3097,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p96/d2890,,,,,,,,,,,,,,,,,,,,,,,,
crawl.v.01,,,,,crawl,VERB,VBD,time.n.08,,Time,en/p96/d2890,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d2890,,,,,,,,,,,,,,,,,,,,,,,,
rob.v.01,,,,,rob,VERB,VBD,time.n.08,,Time,en/p96/d2169,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
rob.v.01,,,,,rob,VERB,VBD,bag.n.01,obl,Theme,en/p96/d2169,Past,Fin,,Sing,,,bag,NOUN,NN,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d2169,,,,,,,,,,,,,,,,,,,,,,,,
weigh.v.01,,Sing,3,,weigh,VERB,VBZ,time.n.08,,Time,en/p96/d2832,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d2832,,,,,,,,,,,,,,,,,,,,,,,,
300.n.01,,,,,300,NUM,CD,around.r.01,advmod,APX,en/p96/d2832,,,,,,,around,ADV,RB,,,,Card,,,,,,,,,,,
pound.n.01,,Plur,,,pound,NOUN,NNS,300.n.01,nummod,Quantity,en/p96/d2832,,,,,,,300,NUM,CD,,,,,,,,Card,,,,,,,
person.n.01,Nom,,2,Prs,you,PRON,PRP,hearer,,EQU,en/p96/d1428,,,,,,,,,,,,,,,,,,,,,,,,
proud.a.01,,,,,proud,ADJ,JJ,time.n.08,,Time,en/p96/d1428,,,,,,,,,,,,,,Pos,,,,,,,,,,
person.n.01,Acc,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p96/d1428,,,,,,,,,,,,,,,,,,,,,,,,
plunge.v.01,,Sing,3,,plunge,VERB,VBD,time.n.08,,Time,en/p96/d2436,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d2436,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p96/d2782,,,,,,,,,,,,,,,,,,,,,,,,
solve.v.01,,,1,,solve,VERB,VBD,person.n.01,nsubj,Agent,en/p96/d2782,Past,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,
solve.v.01,,,1,,solve,VERB,VBD,time.n.08,,Time,en/p96/d2782,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
solve.v.01,,,1,,solve,VERB,VBD,puzzle.n.02,obj,Theme,en/p96/d2782,Past,Fin,,Sing,,,puzzle,NOUN,NN,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d2782,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p96/d2234,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d2234,,,,,,,,,,,,,,,,,,,,,,,,
like.v.02,,,,,like,VERB,VB,time.n.08,,Time,en/p96/d2234,,Inf,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p96/d2863,,,,,,,,,,,,,,,,,,,,,,,,
loo.n.01,,Sing,,,loo,NOUN,NN,female.n.02,nsubj,Theme,en/p96/d2863,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,
loo.n.01,,Sing,,,loo,NOUN,NN,time.n.08,,Time,en/p96/d2863,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d2863,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Brazil,PROPN,NNP,Brazil,,Name,en/p96/d1642,,,,,,,,,,,,,,,,,,,,,,,,
father.n.01,,Sing,,,father,NOUN,NN,person.n.01,nmod:poss,Role,en/p96/d0850,,,,Sing,1,Prs,my,PRON,PRP$,,,,,,,Yes,,,,,,,,
die.v.01,,,,,die,VERB,VBD,time.n.08,,Time,en/p96/d0850,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d0850,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,,2,Prs,you,PRON,PRP,hearer,,EQU,en/p96/d2367,,,,,,,,,,,,,,,,,,,,,,,,
google.v.01,,,,,google,VERB,VBN,person.n.01,nsubj,Agent,en/p96/d2367,Past,Part,Nom,,2,Prs,you,PRON,PRP,,,,,,,,,,,,,,,
google.v.01,,,,,google,VERB,VBN,time.n.08,,Time,en/p96/d2367,Past,Part,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d2367,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p96/d2367,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Mary,PROPN,NNP,time.n.08,,Time,en/p96/d2554,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Frank,PROPN,NNP,Frank,,Name,en/p96/d2273,,,,,,,,,,,,,,,,,,,,,,,,
singer.n.01,,Sing,,,singer,NOUN,NN,female.n.02,nsubj,Theme,en/p96/d2273,,,,Sing,,,Frank,PROPN,NNP,,,,,,,,,,,,,,,
singer.n.01,,Sing,,,singer,NOUN,NN,time.n.08,,Time,en/p96/d2273,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p96/d3526,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d3526,,,,,,,,,,,,,,,,,,,,,,,,
allergic.a.02,,,,,allergic,ADJ,JJ,time.n.08,,Time,en/p96/d3526,,,,,,,,,,,,,,Pos,,,,,,,,,,
allergic.a.02,,,,,allergic,ADJ,JJ,wheat.n.02,obl,Stimulus,en/p96/d3526,,,,Sing,,,wheat,NOUN,NN,,,,,Pos,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p96/d3071,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d3071,,,,,,,,,,,,,,,,,,,,,,,,
duty.n.02,,Sing,,,duty,NOUN,NN,time.n.08,,Time,en/p96/d3071,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p96/d1649,,,,,,,,,,,,,,,,,,,,,,,,
irone.v.01,,,,,irone,VERB,VBD,female.n.02,nsubj,Agent,en/p96/d1649,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
irone.v.01,,,,,irone,VERB,VBD,time.n.08,,Time,en/p96/d1649,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d1649,,,,,,,,,,,,,,,,,,,,,,,,
shirt.n.01,,Sing,,,shirt,NOUN,NN,female.n.02,,User,en/p96/d1649,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,
understand.v.01,,,,,understand,VERB,VBD,person.n.01,obj,Time,en/p96/d0945,Past,Fin,Acc,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,
ship_sail.n.01,,Plur,,,sail,NOUN,NNS,tomorrow.n.01,nmod:tmod,Theme,en/p96/d2725,,,,Sing,,,tomorrow,NOUN,NN,,,,,,,,,,,,,,,
ship_sail.n.01,,Plur,,,sail,NOUN,NNS,time.n.08,,Time,en/p96/d2725,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d2725,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Honolulu,PROPN,NNP,Honolulu,,Name,en/p96/d2725,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p96/d2419,,,,,,,,,,,,,,,,,,,,,,,,
weed.v.01,,,,,weed,VERB,VBD,female.n.02,nsubj,Agent,en/p96/d2419,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
weed.v.01,,,,,weed,VERB,VBD,time.n.08,,Time,en/p96/d2419,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d2419,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p96/d3505,,,,,,,,,,,,,,,,,,,,,,,,
moan.v.01,,,,,moan,VERB,VBG,female.n.02,nsubj,Agent,en/p96/d3505,Pres,Part,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,
moan.v.01,,,,,moan,VERB,VBG,time.n.08,,Time,en/p96/d3505,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
moan.v.01,,,,,moan,VERB,VBG,pain.n.01,obl,Theme,en/p96/d3505,Pres,Part,,Sing,,,pain,NOUN,NN,,,,,,,,,,,,,,,
dig.v.02,,Sing,3,,dig,VERB,VBD,male.n.02,nsubj,Agent,en/p96/d0839,Past,Fin,Nom,Sing,3,Prs,he,PRON,PRP,Ind,Masc,,,,,,,,,,,,,
dig.v.02,,Sing,3,,dig,VERB,VBD,time.n.08,,Time,en/p96/d0839,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p96/d0839,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p96/d3403,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d3403,,,,,,,,,,,,,,,,,,,,,,,,
dance.v.02,,,,,dance,VERB,VBG,time.n.08,,Time,en/p96/d3403,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p96/d0879,,,,,,,,,,,,,,,,,,,,,,,,
campus.n.01,,Sing,,,campus,NOUN,NN,person.n.01,nsubj,Theme,en/p96/d0879,,,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,
campus.n.01,,Sing,,,campus,NOUN,NN,time.n.08,,Time,en/p96/d0879,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p96/d0879,,,,,,,,,,,,,,,,,,,,,,,,
fly.v.01,,,,,fly,VERB,VBG,time.n.08,,Time,en/p79/d2745,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
fly.v.01,,,,,fly,VERB,VBG,kite.n.03,obj,Theme,en/p79/d2745,Pres,Part,,Plur,,,kite,NOUN,NNS,,,,,,,,,,,,,,,
reserve.v.03,,,,,reserve,VERB,VBN,time.n.08,,Time,en/p79/d0799,Past,Part,,,,,,,,,,Pass,,,,,,,,,,,,
slice.v.03,,,,,slice,VERB,VBN,time.n.08,,Time,en/p79/d0024,Past,Part,,,,,,,,,,Pass,,,,,,,,,,,,
person.n.01,Nom,Sing,2,Prs,you,PRON,PRP,hearer,,EQU,en/p79/d2723,,,,,,,,,,,,,,,,,,,,,,,,
misunderstand.v.01,,,,,misunderstand,VERB,VBP,time.n.08,,Time,en/p79/d2723,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
boring.a.01,,,,,boring,ADJ,JJ,time.n.08,,Time,en/p79/d3472,,,,,,,,,,,,,,Pos,,,,,,,,,,
boring.a.01,,,,,boring,ADJ,JJ,rather.r.04,advmod,Degree,en/p79/d3472,,,,,,,rather,ADV,RB,,,,,Pos,,,,,,,,,,
