from_node_token,from_node_Mood,from_node_Number,from_node_Person,from_node_Tense,from_node_VerbForm,from_node_lemma,from_node_upos,from_node_xpos,to_node_token,to_node_Case,to_node_Gender,to_node_Number,to_node_Person,to_node_PronType,to_node_lemma,to_node_upos,to_node_xpos,deprel,label,doc_id,from_node_Case,from_node_PronType,from_node_Reflex,from_node_NumType,from_node_Gender,to_node_NumType,to_node_Definite,to_node_Polarity
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p25/d3329,,,,,,,,
bezahlen.v.01,Ind,Sing,3,Pres,Fin,bezahlen,VERB,VVFIN,jed.n.01,Nom,Masc,Sing,,Ind,jed,PRON,PIS,nsubj,Agent,de/p25/d3207,,,,,,,Ind,
bezahlen.v.01,Ind,Sing,3,Pres,Fin,bezahlen,VERB,VVFIN,female.n.02,Acc,Masc,Plur,,,Dollar,PROPN,NN,obj,Time,de/p25/d3207,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p26/d0877,,,,,,,,
haben.v.01,Ind,Sing,1,Pres,Fin,haben,VERB,VAFIN,Visum.n.01,Acc,Neut,Sing,,,Visum,NOUN,NN,obj,Theme,de/p26/d0877,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p26/d0877,Nom,Prs,,,,,,
platschen.v.01,Ind,Sing,3,Past,Fin,platschen,VERB,VVFIN,Wange.n.01,Acc,Fem,Sing,,,Wange,NOUN,NN,obl,Theme,de/p26/d3421,,,,,,,,
platschen.v.01,Ind,Sing,3,Past,Fin,platschen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p26/d3421,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p26/d3421,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p26/d2457,,,,,,,,
Fisch.n.01,,Sing,,,,Fisch,NOUN,NN,time.n.08,,,,,,,,,,Time,de/p26/d2457,Nom,,,,Masc,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p26/d2861,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p26/d2861,Nom,Prs,,,,,,
benutzen.v.01,Ind,Sing,3,Pres,Fin,benutzen,VERB,VVFIN,Lötlampe.n.01,Acc,Fem,Sing,,,Lötlampe,NOUN,NN,obj,Theme,de/p26/d3043,,,,,,,,
Musiker.n.01,,Plur,,,,Musiker,NOUN,NN,Beatles.n.01,Nom,Masc,Plur,,,Beatles,NOUN,NN,nsubj,Theme,de/p26/d3030,Nom,,,,Masc,,,
fressen.v.01,,,,,Part,fressen,VERB,VVPP,female.n.02,Nom,Masc,Sing,,,Tom,PROPN,NE,nsubj:pass,Time,de/p26/d2654,,,,,,,,
Trottel.n.01,,Sing,,,,Trottel,NOUN,NN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Theme,de/p26/d1510,Nom,,,,Masc,,,
lauten.v.01,Ind,Sing,3,Past,Fin,lauten,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p26/d3545,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p26/d3545,,,,,,,,
buchen.v.01,,,,,Part,buchen,VERB,VVPP,female.n.02,Nom,Fem,Sing,3,Prs,Sie|sie,PRON,PPER,nsubj,Agent,de/p47/d2101,,,,,,,,
buchen.v.01,,,,,Part,buchen,VERB,VVPP,Zimmer.n.01,Acc,Neut,Sing,,,Zimmer,NOUN,NN,obj,Theme,de/p47/d2101,,,,,,,,
buchen.v.01,,,,,Part,buchen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p47/d2101,,,,,,,,
langweilen.v.01,Ind,Sing,3,Past,Fin,langweilen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p47/d3291,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p47/d3291,,,,,,,,
pflanzen.v.01,,,,,Part,pflanzen,VERB,VVPP,Großvater.n.01,Dat,Masc,Sing,,,Großvater,NOUN,NN,obl,Theme,de/p47/d2661,,,,,,,,
pflanzen.v.01,,,,,Part,pflanzen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p47/d2661,,,,,,,,
nehmen_an.v.01,Ind,Sing,3,Past,Fin,nehmen,VERB,VVFIN,Geschenk.n.01,Acc,Neut,Plur,,,Geschenk,NOUN,NN,obj,Theme,de/p47/d3430,,,,,,,,
fressen.v.01,,,,,Part,fressen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p47/d1854,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p47/d0858,,,,,,,,
blau.a.01,,,,,,blau,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p47/d0858,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p47/d1683,,,,,,,,
erbrechen.v.01,,,,,Part,erbrechen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p47/d3112,,,,,,,,
bluten.v.01,Ind,Sing,3,Pres,Fin,bluten,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p47/d0909,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p47/d0909,,,,,,,,
fliegen.v.01,Ind,Sing,3,Past,Fin,fliegen,VERB,VVFIN,Biene.n.01,Nom,Fem,Sing,,,Biene,NOUN,NN,nsubj,Theme,de/p47/d1417,,,,,,,,
fliegen.v.01,Ind,Sing,3,Past,Fin,fliegen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p47/d1417,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p47/d1417,,,,,,,,
kosten.v.01,,,,,Inf,kosten,VERB,VVINF,time.n.08,,,,,,,,,,Time,de/p47/d0807,,,,,,,,
female.n.02,,Sing,,,,River,PROPN,NE,River,,,,,,,,,,Name,de/p47/d0760,Acc,,,,Neut,,,
arbeiten.v.01,Ind,Sing,3,Pres,Fin,arbeiten,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p47/d0760,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p47/d0760,,,,,,,,
female.n.02,,Sing,,,,Allan,PROPN,NE,Allan,,,,,,,,,,Name,de/p47/d0760,Nom,,,,Masc,,,
kaufen.v.01,,,,,Part,kaufen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p47/d3526,,,,,,,,
kaufen.v.01,,,,,Part,kaufen,VERB,VVPP,person.n.01,Nom,,Sing,1,Prs,ich,PRON,PPER,nsubj,Agent,de/p47/d3526,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p47/d3526,Nom,Prs,,,,,,
öffnen.v.01,Ind,Sing,3,Past,Fin,öffnen,VERB,VVFIN,jemand.n.01,Nom,,Sing,,Ind,jemand,PRON,PIS,nsubj,Agent,de/p47/d1751,,,,,,,Ind,
öffnen.v.01,Ind,Sing,3,Past,Fin,öffnen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p47/d1751,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p47/d1751,,,,,,,,
entdecken.v.01,Ind,Sing,3,Past,Fin,entdecken,VERB,VVFIN,Strand.n.01,Dat,Masc,Sing,,,Strand,NOUN,NN,obl,Theme,de/p47/d1958,,,,,,,,
einstecken.v.01,,,,,Part,einstecken,VERB,VVPP,Schlüssel.n.01,Acc,Masc,Plur,,,Schlüssel,NOUN,NN,obj,Theme,de/p55/d2374,,,,,,,,
gesellig.a.01,,,,,,gesellig,ADJ,ADJD,sehr.r.01,,,,,,sehr,ADV,ADV,advmod,Degree,de/p55/d3474,,,,,,,,
stöhnen.v.01,Ind,Sing,3,Past,Fin,stöhnen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p55/d2737,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p55/d2737,,,,,,,,
spinnen.v.01,Ind,Sing,3,Pres,Fin,spinnen,VERB,VVFIN,female.n.02,Nom,Fem,Sing,3,Prs,Sie|sie,PRON,PPER,nsubj,Agent,de/p55/d1549,,,,,,,,
spinnen.v.01,Ind,Sing,3,Pres,Fin,spinnen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p55/d1549,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p55/d1549,,,,,,,,
machen.v.01,Ind,Sing,3,Past,Fin,machen,VERB,VVFIN,Salto.n.01,Acc,Masc,Sing,,,Salto,NOUN,NN,obj,Theme,de/p55/d2751,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p55/d2229,Nom,Prs,,,,,,
Nazi.n.01,,Sing,,,,Nazi,NOUN,NN,person.n.01,Nom,,Sing,1,Prs,ich,PRON,PPER,nsubj,Theme,de/p55/d2229,Nom,,,,Masc,,,
leiden.v.01,Ind,Sing,3,Pres,Fin,leiden,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p55/d2320,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p55/d2320,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p55/d2718,,,,,,,,
meißeln.a.01,,,,,Part,meißeln,ADJ,VVPP,time.n.08,,,,,,,,,,Time,de/p55/d2718,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p55/d3138,,,,,,,,
unvollständig.a.01,,,,,,unvollständig,ADJ,ADJD,Teeservice.n.01,Nom,Neut,Sing,,,Teeservice,NOUN,NN,nsubj,AttributeOf,de/p55/d3138,,,,,,,,
unvollständig.a.01,,,,,,unvollständig,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p55/d3138,,,,,,,,
heulen.v.01,Ind,Sing,3,Past,Fin,heulen,VERB,VVFIN,Wind.n.01,Nom,Masc,Sing,,,Wind,NOUN,NN,nsubj,Theme,de/p55/d2359,,,,,,,,
heulen.v.01,Ind,Sing,3,Past,Fin,heulen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p55/d2359,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p55/d2359,,,,,,,,
atmen.v.01,Ind,Sing,3,Pres,Fin,atmen,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p55/d2783,,,,,,,,
atmen.v.01,Ind,Sing,3,Pres,Fin,atmen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p55/d2783,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p55/d2783,,,,,,,,
stürzen_ein.v.01,Ind,Sing,3,Past,Fin,stürzen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p55/d2570,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p55/d2570,,,,,,,,
reichen.v.01,Ind,Sing,3,Past,Fin,reichen,VERB,VVFIN,Zigarette.n.01,Acc,Fem,Sing,,,Zigarette,NOUN,NN,obj,Theme,de/p55/d2100,,,,,,,,
female.n.02,,Sing,,,,Browne,PROPN,NE,Browne,,,,,,,,,,Name,de/p55/d2100,Nom,,,,Masc,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p57/d2592,,,,,,,,
spielen.v.01,,,,,Part,spielen,VERB,VVPP,Akkordeon.n.01,Acc,Neut,Sing,,,Akkordeon,NOUN,NN,obj,Theme,de/p57/d2592,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p57/d1603,,,,,,,,
rot.a.01,,,,,,rot,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p57/d1603,,,,,,,,
Verlobte.n.01,,Sing,,,,Verlobte,NOUN,NN,time.n.08,,,,,,,,,,Time,de/p57/d2027,Nom,,,,Fem,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p57/d2027,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p57/d3178,,,,,,,,
brauchen.v.01,Ind,Sing,1,Pres,Fin,brauchen,VERB,VVFIN,Kugelschreiber.n.01,Acc,Masc,Sing,,,Kugelschreiber,NOUN,NN,obj,Theme,de/p57/d3178,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p57/d3178,Nom,Prs,,,,,,
rennen_weg.v.01,Ind,Sing,3,Past,Fin,rennen,VERB,VVFIN,Dieb.n.01,Nom,Masc,Sing,,,Dieb,NOUN,NN,nsubj,Theme,de/p57/d1814,,,,,,,,
rennen_weg.v.01,Ind,Sing,3,Past,Fin,rennen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p57/d1814,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p57/d1814,,,,,,,,
münden.v.01,Ind,Sing,3,Pres,Fin,münden,VERB,VVFIN,Fluß.n.01,Nom,Masc,Sing,,,Fluß,NOUN,NN,nsubj,Theme,de/p07/d2749,,,,,,,,
münden.v.01,Ind,Sing,3,Pres,Fin,münden,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p07/d2749,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p07/d2749,,,,,,,,
machen.v.01,Ind,Sing,3,Past,Fin,machen,VERB,VVFIN,Liegestütze.n.01,Acc,Masc,Plur,,,Liegestütze,NOUN,NN,obj,Theme,de/p07/d3402,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p07/d3558,,,,,,,,
beleidigt.v.01,,,,,Part,beleidigt,VERB,VVPP,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p07/d3558,,,,,,,,
beleidigt.v.01,,,,,Part,beleidigt,VERB,VVPP,öffentlich.r.01,,,,,,öffentlich,ADV,ADJD,advmod,Manner,de/p07/d3558,,,,,,,,
beleidigt.v.01,,,,,Part,beleidigt,VERB,VVPP,person.n.01,Acc,,Sing,1,Prs,ich,PRON,PPER,obj,Time,de/p07/d3558,,,,,,,,
kreisen.v.01,Ind,Sing,3,Past,Fin,kreisen,VERB,VVFIN,Hubschrauber.n.01,Nom,Masc,Sing,,,Hubschrauber,NOUN,NN,nsubj,Theme,de/p07/d1446,,,,,,,,
kreisen.v.01,Ind,Sing,3,Past,Fin,kreisen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p07/d1446,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p07/d1446,,,,,,,,
person.n.01,,Plur,1,,,wir,PRON,PPER,speaker,,,,,,,,,,EQU,de/p07/d1446,Acc,Prs,,,,,,
schlagen.v.01,,,,,Part,schlagen,VERB,VVPP,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p07/d2369,,,,,,,,
schlagen.v.01,,,,,Part,schlagen,VERB,VVPP,Homerun.n.01,Acc,Masc,Sing,,,Homerun,NOUN,NN,obj,Theme,de/p07/d2369,,,,,,,,
schlagen.v.01,,,,,Part,schlagen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p07/d2369,,,,,,,,
female.n.02,,Sing,,,,Mary,PROPN,NE,Mary,,,,,,,,,,Name,de/p07/d3113,Acc,,,,Masc,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p07/d2112,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p07/d2112,Acc,Prs,,,,,,
hassen.v.01,Ind,Sing,3,Pres,Fin,hassen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p07/d0954,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p07/d0954,,,,,,,,
kichern.v.01,Ind,Plur,3,Past,Fin,kichern,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p07/d2560,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p07/d2560,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p07/d2015,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p07/d2015,Nom,Prs,,,,,,
fauchen_an.v.01,Ind,Sing,3,Past,Fin,fauchen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p07/d3452,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p07/d3452,,,,,,,,
female.n.02,,Sing,,,,Tom,PROPN,NE,Tom,,,,,,,,,,Name,de/p07/d3452,Acc,,,,Masc,,,
kochen.v.01,,,,,Part,kochen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p07/d0928,,,,,,,,
Muttersprache.n.01,,Sing,,,,Muttersprache,NOUN,NN,japanisch.a.01,,,,,,japanisch,ADJ,ADJD,nsubj,Theme,de/p07/d0898,Nom,,,,Fem,,,
Muttersprache.n.01,,Sing,,,,Muttersprache,NOUN,NN,time.n.08,,,,,,,,,,Time,de/p07/d0898,Nom,,,,Fem,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p07/d0898,,,,,,,,
geben.v.01,Ind,Sing,3,Past,Fin,geben,VERB,VVFIN,Tablette.n.01,Acc,Neut,Sing,,,Tablette,NOUN,NN,obj,Theme,de/p07/d2710,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p07/d2710,Dat,Prs,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p07/d3039,,,,,,,,
pflanzen.v.01,,,,,Part,pflanzen,VERB,VVPP,Pfirsichbaum.n.01,Acc,Masc,Sing,,,Pfirsichbaum,NOUN,NN,obj,Theme,de/p07/d3039,,,,,,,,
stürmen.v.01,Ind,Sing,3,Past,Fin,stürmen,VERB,VVFIN,Einbrecher.n.01,Nom,Masc,Sing,,,Einbrecher,NOUN,NN,nsubj,Theme,de/p07/d1401,,,,,,,,
gebären.v.01,,,,,Part,gebären,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p07/d0817,,,,,,,,
kollern.v.01,Ind,Sing,3,Pres,Fin,kollern,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p07/d1589,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p07/d1589,,,,,,,,
krechen.v.01,Ind,Sing,3,Past,Fin,krechen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p07/d1628,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p07/d1628,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p07/d3012,,,,,,,,
erfinden.v.01,,,,,Part,erfinden,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p07/d3012,,,,,,,,
person.n.01,,Plur,1,,,wir,PRON,PPER,speaker,,,,,,,,,,EQU,de/p07/d3490,Nom,Prs,,,,,,
verbringen.v.01,Ind,Plur,1,Past,Fin,verbringen,VERB,VVFIN,person.n.01,Nom,,Plur,1,Prs,wir,PRON,PPER,nsubj,Agent,de/p07/d3490,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p07/d3419,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p07/d1927,,,,,,,,
spielen.v.01,Ind,Sing,3,Pres,Fin,spielen,VERB,VVFIN,female.n.02,Nom,Masc,Sing,,,Tom?,PROPN,NE,nsubj,Agent,de/p07/d1927,,,,,,,,
female.n.02,,Sing,,,,Tom?,PROPN,NE,Tom?,,,,,,,,,,Name,de/p07/d1927,Nom,,,,Masc,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p07/d2018,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p07/d2018,Nom,Prs,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p07/d3391,,,,,,,,
fahren.v.01,Ind,Sing,1,Pres,Fin,fahren,VERB,VVFIN,Cabrio.n.01,Acc,Neut,Sing,,,Cabrio,NOUN,NN,obj,Theme,de/p07/d3391,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p07/d3391,Nom,Prs,,,,,,
liegen.v.01,Ind,Sing,3,Pres,Fin,liegen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p07/d0914,,,,,,,,
liegen.v.01,Ind,Sing,3,Pres,Fin,liegen,VERB,VVFIN,Tisch.n.01,Dat,Masc,Sing,,,Tisch,NOUN,NN,obl,Theme,de/p07/d0914,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p07/d0914,,,,,,,,
bellen.v.01,,,,,Inf,bellen,VERB,VVINF,time.n.08,,,,,,,,,,Time,de/p07/d1990,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p07/d0882,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p07/d0882,Nom,Prs,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p07/d1795,,,,,,,,
gestehen_ein.v.01,Ind,Sing,1,Pres,Fin,gestehen,VERB,VVFIN,Fehler.n.01,Acc,Masc,Sing,,,Fehler,NOUN,NN,obj,Theme,de/p07/d1795,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p07/d1795,Nom,Prs,,,,,,
zeichnen.v.01,Ind,Sing,3,Past,Fin,zeichnen,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p07/d3108,,,,,,,,
zeichnen.v.01,Ind,Sing,3,Past,Fin,zeichnen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p07/d3108,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p07/d3108,,,,,,,,
töten.v.01,Ind,Sing,3,Past,Fin,töten,VERB,VVFIN,female.n.02,Acc,Masc,Sing,,,Hirsch,PROPN,NN,obj,Time,de/p07/d3331,,,,,,,,
lindern.v.01,,,,,Inf,lindern,VERB,VVINF,time.n.08,,,,,,,,,,Time,de/p07/d2052,,,,,,,,
umbringen.v.01,,,,,Part,umbringen,VERB,VVPP,female.n.02,Nom,Masc,Sing,,,Bill,PROPN,NE,nsubj:pass,Time,de/p07/d0785,,,,,,,,
kenteren.v.01,Ind,Sing,3,Past,Fin,kenteren,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p05/d3136,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p05/d3136,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p05/d3375,,,,,,,,
roh.a.01,,,,,,roh,ADJ,ADJD,Fleisch.n.01,Nom,Neut,Sing,,,Fleisch,NOUN,NN,nsubj,AttributeOf,de/p05/d3375,,,,,,,,
roh.a.01,,,,,,roh,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p05/d3375,,,,,,,,
klopfen.v.01,Ind,Sing,3,Past,Fin,klopfen,VERB,VVFIN,jemand.n.01,Nom,,Sing,,Ind,jemand,PRON,PIS,nsubj,Agent,de/p05/d3211,,,,,,,Ind,
klopfen.v.01,Ind,Sing,3,Past,Fin,klopfen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p05/d3211,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p05/d3211,,,,,,,,
wichtig.a.01,,,,,,wichtig,ADJ,ADJD,Meinung.n.01,Nom,Fem,Sing,,,Meinung,NOUN,NN,nsubj,AttributeOf,de/p05/d3103,,,,,,,,
wichtig.a.01,,,,,,wichtig,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p05/d3103,,,,,,,,
hassen.v.01,Ind,Sing,3,Past,Fin,hassen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p05/d0859,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p05/d0859,,,,,,,,
singen.v.01,,,,,Part,singen,VERB,VVPP,jed.n.01,Nom,Masc,Sing,,Ind,jed,PRON,PIS,nsubj,Agent,de/p05/d2094,,,,,,,Ind,
singen.v.01,,,,,Part,singen,VERB,VVPP,Lied.n.01,Nom,Neut,Sing,,,Lied,NOUN,NN,obj,Theme,de/p05/d2094,,,,,,,,
singen.v.01,,,,,Part,singen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p05/d2094,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p05/d3521,,,,,,,,
enorm.a.01,,,,,,enorm,ADJ,ADJD,der.n.01,Nom,Neut,Sing,,Dem,der,PRON,PDS,nsubj,AttributeOf,de/p05/d3521,,,,,,,,
enorm.a.01,,,,,,enorm,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p05/d3521,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p05/d3455,,,,,,,,
schön.a.01,,,,,,schön,ADJ,ADJD,Hund.n.01,Nom,Masc,Sing,,,Hund,NOUN,NN,nsubj,AttributeOf,de/p05/d3455,,,,,,,,
schön.a.01,,,,,,schön,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p05/d3455,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p05/d2474,,,,,,,,
person.n.01,,Sing,2,,,du,PRON,PPER,hearer,,,,,,,,,,EQU,de/p05/d2474,Nom,Prs,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p05/d2504,,,,,,,,
female.n.02,,Sing,,,,Mary,PROPN,NE,Mary,,,,,,,,,,Name,de/p05/d1581,Dat,,,,Fem,,,
flirten.v.01,Ind,Sing,3,Past,Fin,flirten,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p05/d1581,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p05/d1581,,,,,,,,
female.n.02,,Sing,,,,Tom,PROPN,NE,Tom,,,,,,,,,,Name,de/p05/d1581,Nom,,,,Masc,,,
lösen.v.01,,,,,Part,lösen,VERB,VVPP,kein.n.01,Nom,Masc,Sing,,Neg,kein,PRON,PIS,nsubj,Agent,de/p05/d0830,,,,,,,Ind,Neg
lösen.v.01,,,,,Part,lösen,VERB,VVPP,Problem.n.01,Acc,Neut,Sing,,,Problem,NOUN,NN,obj,Theme,de/p05/d0830,,,,,,,,
lösen.v.01,,,,,Part,lösen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p05/d0830,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p05/d0820,,,,,,,,
neu.a.01,,,,,,neu,ADJ,ADJD,Rock.n.01,Nom,Masc,Sing,,,Rock,NOUN,NN,nsubj,AttributeOf,de/p05/d0820,,,,,,,,
neu.a.01,,,,,,neu,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p05/d0820,,,,,,,,
sprechen.v.01,,,,,Part,sprechen,VERB,VVPP,jemand.n.01,Nom,,Sing,,Ind,jemand,PRON,PIS,nsubj,Agent,de/p05/d1639,,,,,,,Ind,
sprechen.v.01,,,,,Part,sprechen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p05/d1639,,,,,,,,
mögen.v.01,Ind,Plur,3,Past,Fin,mögen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p05/d1686,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p05/d1686,,,,,,,,
female.n.02,,Sing,,,,Tom,PROPN,NE,Tom,,,,,,,,,,Name,de/p05/d1686,Nom,,,,Masc,,,
