from_node_token,to_node_token,deprel,label,doc_id,from_node_Number,from_node_lemma,from_node_upos,from_node_xpos,from_node_VerbForm,to_node_Gender,to_node_Number,to_node_lemma,to_node_upos,to_node_xpos,from_node_Gender,from_node_Tense,from_node_Mood,from_node_Person,from_node_PronType,to_node_PronType,to_node_Person,from_node_NumType,to_node_NumType
urlare.v.01,female.n.02,nsubj,Agent,it/p78/d0927,,urlare,VERB,V,Ger,,,Tom,PROPN,SP,,,,,,,,,
urlare.v.01,time.n.08,,Time,it/p78/d0927,,urlare,VERB,V,Ger,,,,,,,,,,,,,,
avere.v.01,time.n.08,,Time,it/p78/d2158,Sing,avere,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p78/d2158,,,,,,,,,,,,,,,,,,,
female.n.02,Michael,,Name,it/p78/d0763,,Michael,PROPN,SP,,,,,,,,,,,,,,,
autore.n.01,female.n.02,nsubj,Theme,it/p78/d0763,Sing,autore,NOUN,S,,,,Michael,PROPN,SP,Masc,,,,,,,,
autore.n.01,time.n.08,,Time,it/p78/d0763,Sing,autore,NOUN,S,,,,,,,Masc,,,,,,,,
time.n.08,now,,EQU,it/p78/d0763,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p78/d2567,,Tom,PROPN,SP,,,,,,,,,,,,,,,
dispiacere.v.01,time.n.08,,Time,it/p78/d2567,Sing,dispiacere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,EQU,it/p78/d1663,,,,,,,,,,,,,,,,,,,
interessante.a.01,nessuno.n.01,nsubj,AttributeOf,it/p78/d1663,Sing,interessante,ADJ,A,,Masc,Sing,nessuno,PRON,PI,,,,,,Ind,,,
interessante.a.01,time.n.08,,Time,it/p78/d1663,Sing,interessante,ADJ,A,,,,,,,,,,,,,,,
person.n.01,speaker,,EQU,it/p78/d2797,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
volere.v.01,time.n.08,,Time,it/p78/d2797,Sing,volere,VERB,V,Fin,,,,,,,Pres,Ind,1,,,,,
volere.v.01,gelato.n.01,obl,Theme,it/p78/d2797,Sing,volere,VERB,V,Fin,Masc,Sing,gelato,NOUN,S,,Pres,Ind,1,,,,,
time.n.08,now,,EQU,it/p78/d2797,,,,,,,,,,,,,,,,,,,
female.n.02,Damasco,,Name,it/p78/d1783,,Damasco,PROPN,SP,,,,,,,,,,,,,,,
costare.v.01,caramella.n.01,nsubj,Theme,it/p78/d2850,Sing,costare,VERB,V,Fin,Fem,Sing,caramella,NOUN,S,,Pres,Ind,3,,,,,
person.n.01,speaker,,EQU,it/p78/d2165,Sing,mi,PRON,PC,,,,,,,,,,1,Prs,,,,
infastidire.v.01,time.n.08,,Time,it/p78/d2165,Sing,infastidire,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p78/d2165,,,,,,,,,,,,,,,,,,,
avere.v.01,time.n.08,,Time,it/p58/d1506,Sing,avere,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
avere.v.01,edificio.n.01,nsubj,Theme,it/p58/d1506,Sing,avere,VERB,V,Fin,Masc,Sing,edificio,NOUN,S,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p58/d1506,,,,,,,,,,,,,,,,,,,
issatare.v.01,time.n.08,,Time,it/p58/d1858,Sing,issatare,VERB,V,Part,,,,,,Fem,Past,,,,,,,
time.n.08,now,,TPR,it/p58/d3249,,,,,,,,,,,,,,,,,,,
incazzato.v.01,time.n.08,,Time,it/p58/d3249,Sing,incazzato,VERB,V,Part,,,,,,Masc,Past,,,,,,,
scorrere.v.01,time.n.08,,Time,it/p58/d2227,Sing,scorrere,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p58/d2227,,,,,,,,,,,,,,,,,,,
sbuffare.v.01,time.n.08,,Time,it/p58/d1974,Sing,sbuffare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p58/d1974,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p18/d3488,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,TPR,it/p18/d3488,,,,,,,,,,,,,,,,,,,
relegare.v.01,time.n.08,,Time,it/p18/d3488,Sing,relegare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
rubare.v.01,qualcuno.n.01,nsubj,Agent,it/p18/d2348,Sing,rubare,VERB,V,Part,Masc,Sing,qualcuno,PRON,PI,Masc,Past,,,,Ind,,,
sussurre.v.01,time.n.08,,Time,it/p18/d2263,Sing,sussurre,VERB,V,Fin,,,,,,,Past,Ind,1,,,,,
time.n.08,now,,TPR,it/p18/d2263,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p18/d1618,,,,,,,,,,,,,,,,,,,
alto.a.01,padre.n.01,nsubj,AttributeOf,it/p18/d1618,Sing,alto,ADJ,A,,Masc,Sing,padre,NOUN,S,Masc,,,,,,,,
alto.a.01,time.n.08,,Time,it/p18/d1618,Sing,alto,ADJ,A,,,,,,,Masc,,,,,,,,
musicista.n.01,time.n.08,,Time,it/p18/d1400,Sing,musicista,NOUN,S,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p18/d3348,,,,,,,,,,,,,,,,,,,
allergico.a.01,time.n.08,,Time,it/p18/d3348,Sing,allergico,ADJ,A,,,,,,,Masc,,,,,,,,
chi.n.01,time.n.08,,Time,it/p18/d1392,,chi,PRON,PQ,,,,,,,,,,,Int,,,,
time.n.08,now,,EQU,it/p18/d1392,,,,,,,,,,,,,,,,,,,
female.n.02,Aaron,,Name,it/p18/d1392,,Aaron,PROPN,SP,,,,,,,,,,,,,,,
scrivere.v.01,female.n.02,obj,Time,it/p18/d1396,Sing,scrivere,VERB,V,Fin,,,Die,PROPN,SP,,Past,Ind,3,,,,,
female.n.02,Tom,,Name,it/p18/d2557,,Tom,PROPN,SP,,,,,,,,,,,,,,,
stordire.v.01,time.n.08,,Time,it/p18/d2557,Sing,stordire,VERB,V,Part,,,,,,Masc,Past,,,,,,,
female.n.02,corsa.n.01,nmod,Agent,it/p18/d1832,,Tom,PROPN,SP,,Fem,Sing,corsa,NOUN,S,,,,,,,,,
female.n.02,time.n.08,,Time,it/p18/d1832,,Tom,PROPN,SP,,,,,,,,,,,,,,,
attore.n.01,time.n.08,,Time,it/p66/d0715,Sing,attore,NOUN,S,,,,,,,Masc,,,,,,,,
mangiare.v.01,time.n.08,,Time,it/p66/d3411,Sing,mangiare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p66/d3411,,,,,,,,,,,,,,,,,,,
chi.n.01,time.n.08,,Time,it/p66/d1396,,chi,PRON,PQ,,,,,,,,,,,Int,,,,
time.n.08,now,,EQU,it/p66/d1396,,,,,,,,,,,,,,,,,,,
female.n.02,Anwar,,Name,it/p66/d1396,,Anwar,PROPN,SP,,,,,,,,,,,,,,,
female.n.02,Ken,,Name,it/p66/d2406,,Ken,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p66/d2406,,,,,,,,,,,,,,,,,,,
felice.a.01,time.n.08,,Time,it/p66/d2406,Sing,felice,ADJ,A,,,,,,,,,,,,,,,
female.n.02,Dean,,Name,it/p66/d0712,,Dean,PROPN,SP,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p66/d2558,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p66/d2558,,,,,,,,,,,,,,,,,,,
furioso.a.01,time.n.08,,Time,it/p66/d2558,Sing,furioso,ADJ,A,,,,,,,Masc,,,,,,,,
costare.v.01,libro.n.01,nsubj,Theme,it/p66/d3367,Sing,costare,VERB,V,Fin,Masc,Sing,libro,NOUN,S,,Pres,Ind,3,,,,,
drammaturgo.n.01,time.n.08,,Time,it/p66/d0764,Sing,drammaturgo,NOUN,S,,,,,,,Masc,,,,,,,,
time.n.08,now,,EQU,it/p66/d0764,,,,,,,,,,,,,,,,,,,
female.n.02,Napoleone,,Name,it/p36/d3414,,Napoleone,PROPN,SP,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p36/d3304,,Tom,PROPN,SP,,,,,,,,,,,,,,,
piegare.v.01,female.n.02,nsubj,Agent,it/p36/d3304,Sing,piegare,VERB,V,Fin,,,Tom,PROPN,SP,,Past,Ind,3,,,,,
piegare.v.01,time.n.08,,Time,it/p36/d3304,Sing,piegare,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p36/d3304,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p36/d1542,,Tom,PROPN,SP,,,,,,,,,,,,,,,
guidare.v.01,female.n.02,nsubj,Agent,it/p36/d1542,Sing,guidare,VERB,V,Part,,,Tom,PROPN,SP,Masc,Past,,,,,,,
guidare.v.01,time.n.08,,Time,it/p36/d1542,Sing,guidare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
guidare.v.01,automobile.n.01,obj,Theme,it/p36/d1542,Sing,guidare,VERB,V,Part,Fem,Sing,automobile,NOUN,S,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p36/d1542,,,,,,,,,,,,,,,,,,,
abbondare.v.01,oceano.n.01,obl,Theme,it/p36/d1405,Plur,abbondare,VERB,V,Fin,Masc,Sing,oceano,NOUN,S,,Pres,Ind,3,,,,,
abbondare.v.01,time.n.08,,Time,it/p36/d1405,Plur,abbondare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p36/d1405,,,,,,,,,,,,,,,,,,,
avere.v.01,anno.n.01,obj,Theme,it/p36/d1882,Sing,avere,VERB,V,Fin,Masc,Plur,anno,NOUN,S,,Pres,Ind,1,,,,,
avere.v.01,time.n.08,,Time,it/p36/d1882,Sing,avere,VERB,V,Fin,,,,,,,Pres,Ind,1,,,,,
time.n.08,now,,EQU,it/p36/d1882,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p36/d1521,,Tom,PROPN,SP,,,,,,,,,,,,,,,
riumpire.v.01,female.n.02,nsubj,Agent,it/p36/d1521,Sing,riumpire,VERB,V,Fin,,,Tom,PROPN,SP,,Past,Ind,3,,,,,
riumpire.v.01,time.n.08,,Time,it/p36/d1521,Sing,riumpire,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
riumpire.v.01,acqua.n.01,obl,Theme,it/p36/d1521,Sing,riumpire,VERB,V,Fin,Fem,Sing,acqua,NOUN,S,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p36/d1521,,,,,,,,,,,,,,,,,,,
scappare.v.01,zoo.n.01,obl,Theme,it/p36/d1982,Sing,scappare,VERB,V,Part,Masc,,zoo,NOUN,S,Fem,Past,,,,,,,
scappare.v.01,time.n.08,,Time,it/p36/d1982,Sing,scappare,VERB,V,Part,,,,,,Fem,Past,,,,,,,
time.n.08,now,,TPR,it/p36/d1982,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p36/d1602,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p36/d1602,,,,,,,,,,,,,,,,,,,
guidare.v.01,female.n.02,nsubj,Agent,it/p36/d1602,,guidare,VERB,V,Ger,,,Tom,PROPN,SP,,,,,,,,,
guidare.v.01,time.n.08,,Time,it/p36/d1602,,guidare,VERB,V,Ger,,,,,,,,,,,,,,
guidare.v.01,camion.n.01,obj,Theme,it/p36/d1602,,guidare,VERB,V,Ger,Masc,,camion,NOUN,S,,,,,,,,,
sorridere.v.01,time.n.08,,Time,it/p36/d2853,Sing,sorridere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p36/d2853,,,,,,,,,,,,,,,,,,,
female.n.02,Mayuko,,Name,it/p45/d0783,,Mayuko,PROPN,SP,,,,,,,,,,,,,,,
entrare.v.01,time.n.08,,Time,it/p45/d0783,Sing,entrare,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p45/d0783,,,,,,,,,,,,,,,,,,,
abbondare.v.01,time.n.08,,Time,it/p45/d3401,Sing,abbondare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
abbondare.v.01,fiume.n.01,nsubj,Theme,it/p45/d3401,Sing,abbondare,VERB,V,Fin,Masc,Sing,fiume,NOUN,S,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p45/d3401,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p45/d2640,,Tom,PROPN,SP,,,,,,,,,,,,,,,
perdere.v.01,female.n.02,nsubj,Agent,it/p45/d2640,Sing,perdere,VERB,V,Fin,,,Tom,PROPN,SP,,Past,Ind,3,,,,,
perdere.v.01,time.n.08,,Time,it/p45/d2640,Sing,perdere,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
perdere.v.01,elezione.n.01,obj,Theme,it/p45/d2640,Sing,perdere,VERB,V,Fin,Fem,Plur,elezione,NOUN,S,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p45/d2640,,,,,,,,,,,,,,,,,,,
Qual.n.01,time.n.08,,Time,it/p45/d2152,Sing,Qual,PRON,PQ,,,,,,,,,,,Int,,,,
Qual.n.01,titolo.n.01,nsubj,Co-Theme,it/p45/d2152,Sing,Qual,PRON,PQ,,Masc,Sing,titolo,NOUN,S,,,,,Int,,,,
time.n.08,now,,EQU,it/p45/d2152,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p45/d2416,,Tom,PROPN,SP,,,,,,,,,,,,,,,
perdonare.v.01,time.n.08,,Time,it/p45/d2416,Sing,perdonare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
female.n.02,Tom,,Name,it/p45/d3389,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p45/d3389,,,,,,,,,,,,,,,,,,,
allergico.a.01,time.n.08,,Time,it/p45/d3389,Sing,allergico,ADJ,A,,,,,,,Masc,,,,,,,,
allergico.a.01,uovo.n.01,obl,Stimulus,it/p45/d3389,Sing,allergico,ADJ,A,,Fem,Plur,uovo,NOUN,S,Masc,,,,,,,,
female.n.02,Tom,,Name,it/p45/d2855,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p45/d2855,,,,,,,,,,,,,,,,,,,
smilzo.a.01,time.n.08,,Time,it/p45/d2855,Sing,smilzo,ADJ,A,,,,,,,Masc,,,,,,,,
time.n.08,now,,EQU,it/p45/d1548,,,,,,,,,,,,,,,,,,,
mentire.v.01,qualcuno.n.01,nsubj,Agent,it/p45/d1548,,mentire,VERB,V,Ger,Masc,Sing,qualcuno,PRON,PI,,,,,,Ind,,,
mentire.v.01,time.n.08,,Time,it/p45/d1548,,mentire,VERB,V,Ger,,,,,,,,,,,,,,
costare.v.01,tè.n.01,nsubj,Theme,it/p45/d0867,Sing,costare,VERB,V,Fin,Masc,,tè,NOUN,S,,Pres,Ind,3,,,,,
abbaiare.v.01,time.n.08,,Time,it/p69/d3126,Sing,abbaiare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p69/d3126,,,,,,,,,,,,,,,,,,,
female.n.02,Raymond,,Name,it/p69/d1391,,Raymond,PROPN,SP,,,,,,,,,,,,,,,
lavorare.v.01,time.n.08,,Time,it/p69/d1391,Sing,lavorare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p69/d1391,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p69/d3127,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p69/d3127,,,,,,,,,,,,,,,,,,,
sudare.v.01,time.n.08,,Time,it/p69/d3127,,sudare,VERB,V,Ger,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p69/d2579,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p69/d2579,,,,,,,,,,,,,,,,,,,
allerta.n.01,time.n.08,,Time,it/p69/d2579,Sing,allerta,NOUN,S,,,,,,,Fem,,,,,,,,
nevicare.v.01,time.n.08,,Time,it/p69/d0867,Sing,nevicare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p69/d0867,,,,,,,,,,,,,,,,,,,
puzzare.v.01,cane.n.01,nsubj,Theme,it/p88/d0927,Sing,puzzare,VERB,V,Fin,Masc,Sing,cane,NOUN,S,,Pres,Ind,3,,,,,
puzzare.v.01,time.n.08,,Time,it/p88/d0927,Sing,puzzare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p88/d0927,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p88/d1579,,Tom,PROPN,SP,,,,,,,,,,,,,,,
importare.v.01,female.n.02,nsubj,Agent,it/p88/d1579,Sing,importare,VERB,V,Fin,,,Tom,PROPN,SP,,Past,Ind,3,,,,,
importare.v.01,time.n.08,,Time,it/p88/d1579,Sing,importare,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
importare.v.01,timer.n.01,obj,Theme,it/p88/d1579,Sing,importare,VERB,V,Fin,Masc,,timer,NOUN,S,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p88/d1579,,,,,,,,,,,,,,,,,,,
camionista.n.01,time.n.08,,Time,it/p88/d1690,Sing,camionista,NOUN,S,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p88/d1690,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p88/d2833,,,,,,,,,,,,,,,,,,,
utile.a.01,nessuno.n.01,nsubj,AttributeOf,it/p88/d2833,Sing,utile,ADJ,A,,Masc,Sing,nessuno,PRON,PI,,,,,,Ind,,,
utile.a.01,time.n.08,,Time,it/p88/d2833,Sing,utile,ADJ,A,,,,,,,,,,,,,,,
appartenere.v.01,libro.n.01,nsubj,Theme,it/p88/d2317,Sing,appartenere,VERB,V,Fin,Masc,Sing,libro,NOUN,S,,Pres,Ind,3,,,,,
appartenere.v.01,time.n.08,,Time,it/p88/d2317,Sing,appartenere,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p88/d2317,,,,,,,,,,,,,,,,,,,
female.n.02,Tony,,Name,it/p88/d2317,,Tony,PROPN,SP,,,,,,,,,,,,,,,
amare.v.01,female.n.02,obj,Time,it/p89/d2521,Plur,amare,VERB,V,Fin,,,Tom,PROPN,SP,,Pres,Ind,3,,,,,
comprare.v.01,time.n.08,,Time,it/p89/d2513,Sing,comprare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p89/d2513,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p89/d2261,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p89/d2261,,,,,,,,,,,,,,,,,,,
allergico.a.01,time.n.08,,Time,it/p89/d2261,Sing,allergico,ADJ,A,,,,,,,Masc,,,,,,,,
allergico.a.01,polvere.n.01,obl,Stimulus,it/p89/d2261,Sing,allergico,ADJ,A,,Fem,Sing,polvere,NOUN,S,Masc,,,,,,,,
female.n.02,Mary,,Name,it/p89/d2072,,Mary,PROPN,SP,,,,,,,,,,,,,,,
consolare.v.01,time.n.08,,Time,it/p89/d2072,Sing,consolare,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p89/d2072,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p89/d2072,,Tom,PROPN,SP,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p89/d1893,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p89/d1893,,,,,,,,,,,,,,,,,,,
sveglio.a.01,female.n.02,nsubj,AttributeOf,it/p89/d1893,Sing,sveglio,ADJ,A,,,,Tom,PROPN,SP,Masc,,,,,,,,
sveglio.a.01,time.n.08,,Time,it/p89/d1893,Sing,sveglio,ADJ,A,,,,,,,Masc,,,,,,,,
time.n.08,now,,EQU,it/p89/d1406,,,,,,,,,,,,,,,,,,,
marcia.n.01,time.n.08,,Time,it/p89/d1406,Sing,marcia,NOUN,S,,,,,,,Fem,,,,,,,,
annoiato.v.01,time.n.08,,Time,it/p06/d1689,Sing,annoiato,VERB,V,Part,,,,,,Fem,Past,,,,,,,
time.n.08,now,,EQU,it/p06/d0927,,,,,,,,,,,,,,,,,,,
indossare.v.01,time.n.08,,Time,it/p06/d0927,,indossare,VERB,V,Ger,,,,,,,,,,,,,,
andare.v.01,figlio.n.01,nsubj,Theme,it/p06/d2717,Sing,andare,VERB,V,Part,Masc,Sing,figlio,NOUN,S,Masc,Past,,,,,,,
time.n.08,now,,EQU,it/p06/d2126,,,,,,,,,,,,,,,,,,,
avere.v.01,time.n.08,,Time,it/p06/d2903,Sing,avere,VERB,V,Fin,,,,,,,Pres,Ind,1,,,,,
time.n.08,now,,EQU,it/p06/d2903,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p06/d2955,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p06/d2955,,,,,,,,,,,,,,,,,,,
indossare.v.01,female.n.02,nsubj,Agent,it/p06/d2955,,indossare,VERB,V,Ger,,,Tom,PROPN,SP,,,,,,,,,
indossare.v.01,time.n.08,,Time,it/p06/d2955,,indossare,VERB,V,Ger,,,,,,,,,,,,,,
indossare.v.01,smoking.n.01,obj,Theme,it/p06/d2955,,indossare,VERB,V,Ger,Masc,,smoking,NOUN,S,,,,,,,,,
scrivere.v.01,male.n.02,nsubj,Agent,it/p06/d2716,Sing,scrivere,VERB,V,Fin,Masc,Sing,lui,PRON,PE,,Past,Ind,3,,Prs,3,,
scrivere.v.01,time.n.08,,Time,it/p06/d2716,Sing,scrivere,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p06/d2716,,,,,,,,,,,,,,,,,,,
female.n.02,Cina,,Name,it/p06/d2716,,Cina,PROPN,SP,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p06/d3150,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p06/d3150,,,,,,,,,,,,,,,,,,,
imbrogliare.v.01,female.n.02,nsubj,Agent,it/p06/d3150,,imbrogliare,VERB,V,Ger,,,Tom,PROPN,SP,,,,,,,,,
imbrogliare.v.01,time.n.08,,Time,it/p06/d3150,,imbrogliare,VERB,V,Ger,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p06/d1708,,,,,,,,,,,,,,,,,,,
patetico.a.01,time.n.08,,Time,it/p06/d1708,Sing,patetico,ADJ,A,,,,,,,Masc,,,,,,,,
stacanovista.n.01,time.n.08,,Time,it/p06/d2598,Sing,stacanovista,NOUN,S,,,,,,,Masc,,,,,,,,
time.n.08,now,,EQU,it/p06/d2598,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p06/d2543,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p06/d2543,,,,,,,,,,,,,,,,,,,
singhiozzare.v.01,female.n.02,nsubj,Agent,it/p06/d2543,,singhiozzare,VERB,V,Ger,,,Tom,PROPN,SP,,,,,,,,,
singhiozzare.v.01,time.n.08,,Time,it/p06/d2543,,singhiozzare,VERB,V,Ger,,,,,,,,,,,,,,
vuoto.a.01,ristorante.n.01,nsubj,AttributeOf,it/p06/d3541,Sing,vuoto,ADJ,A,,Masc,Sing,ristorante,NOUN,S,Masc,,,,,,,,
vuoto.a.01,time.n.08,,Time,it/p06/d3541,Sing,vuoto,ADJ,A,,,,,,,Masc,,,,,,,,
female.n.02,Tom,,Name,it/p06/d2913,,Tom,PROPN,SP,,,,,,,,,,,,,,,
avere.v.01,time.n.08,,Time,it/p06/d2913,Sing,avere,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p06/d2913,,,,,,,,,,,,,,,,,,,
votare.v.01,time.n.08,,Time,it/p06/d0872,Sing,votare,VERB,V,Fin,,,,,,,Pres,Ind,1,,,,,
time.n.08,now,,EQU,it/p06/d2380,,,,,,,,,,,,,,,,,,,
suonare.v.01,time.n.08,,Time,it/p06/d2380,,suonare,VERB,V,Ger,,,,,,,,,,,,,,
suonare.v.01,bambino.n.01,nsubj,Theme,it/p06/d2380,,suonare,VERB,V,Ger,Fem,Sing,bambino,NOUN,S,,,,,,,,,
female.n.02,Tom,,Name,it/p06/d2732,,Tom,PROPN,SP,,,,,,,,,,,,,,,
balbettare.v.01,female.n.02,nsubj,Agent,it/p06/d2732,,balbettare,VERB,V,Ger,,,Tom,PROPN,SP,,,,,,,,,
balbettare.v.01,time.n.08,,Time,it/p06/d2732,,balbettare,VERB,V,Ger,,,,,,,,,,,,,,
person.n.01,speaker,,EQU,it/p06/d3500,Plur,noi,PRON,PE,,,,,,,,,,1,Prs,,,,
volere.v.01,time.n.08,,Time,it/p06/d3500,Sing,volere,VERB,V,Fin,,,,,,,Imp,Ind,3,,,,,
time.n.08,now,,TPR,it/p06/d3500,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p06/d3156,,,,,,,,,,,,,,,,,,,
grande.a.01,time.n.08,,Time,it/p06/d3156,Sing,grande,ADJ,A,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p06/d2548,,Tom,PROPN,SP,,,,,,,,,,,,,,,
sparare.v.01,female.n.02,nsubj,Agent,it/p06/d2548,Sing,sparare,VERB,V,Fin,,,Tom,PROPN,SP,,Past,Ind,3,,,,,
sorrire.v.01,time.n.08,,Time,it/p06/d3125,Sing,sorrire,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p06/d3125,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p06/d1548,,Tom,PROPN,SP,,,,,,,,,,,,,,,
disidratare.v.01,time.n.08,,Time,it/p06/d1548,Sing,disidratare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
person.n.01,speaker,,EQU,it/p06/d1844,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
pagare.v.01,person.n.01,nsubj,Agent,it/p06/d1844,Sing,pagare,VERB,V,Part,,Sing,io,PRON,PE,Masc,Past,,,,Prs,1,,
pagare.v.01,time.n.08,,Time,it/p06/d1844,Sing,pagare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
pagare.v.01,multa.n.01,obj,Theme,it/p06/d1844,Sing,pagare,VERB,V,Part,Fem,Sing,multa,NOUN,S,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p06/d1844,,,,,,,,,,,,,,,,,,,
durare.v.01,pioggia.n.01,nsubj,Theme,it/p06/d0910,Sing,durare,VERB,V,Fin,Fem,Sing,pioggia,NOUN,S,,Past,Ind,3,,,,,
dipingere.v.01,time.n.08,,Time,it/p15/d1766,Sing,dipingere,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p15/d1766,,,,,,,,,,,,,,,,,,,
chiudere.v.01,time.n.08,,Time,it/p15/d0956,Sing,chiudere,VERB,V,Part,,,,,,Fem,Past,,,,,,,
female.n.02,Lin,,Name,it/p15/d0765,,Lin,PROPN,SP,,,,,,,,,,,,,,,
scrivere.v.01,female.n.02,nsubj,Agent,it/p15/d0765,Sing,scrivere,VERB,V,Fin,,,Lin,PROPN,SP,,Past,Ind,3,,,,,
scrivere.v.01,female.n.02,obj,Time,it/p15/d0765,Sing,scrivere,VERB,V,Fin,,,Libretto,PROPN,SP,,Past,Ind,3,,,,,
